Time Flow "End time"
1556455994 12.0 1556456354
1556517910 12.0 1556518270
1556647428 12.0 1556647788
1556697100 12.0 1556697460
1556700792 12.0 1556701152
1556706853 12.0 1556707213
1556746331 12.0 1556746691
1556776013 12.0 1556776373
1556779313 12.0 1556779673
1556823483 12.0 1556823843
1556862715 12.0 1556863075
1556867567 12.0 1556867927
1556948206 12.0 1556948566
1556953176 12.0 1556953536
1556980343 12.0 1556980703
1557041484 12.0 1557041844
1557169715 12.0 1557170075
1557170017 12.0 1557170377
1557170525 12.0 1557170885
1557182892 12.0 1557183252
1557183220 12.0 1557183580
1557183648 12.0 1557184008
1557184426 12.0 1557184786
1557229081 12.0 1557229441
1557229085 12.0 1557229445
1557251648 12.0 1557252008
1557292998 12.0 1557293358
1557332904 12.0 1557333264
1557378569 12.0 1557378929
1557423882 12.0 1557424242
1557426968 12.0 1557427328
1557436053 12.0 1557436413
1557471996 12.0 1557472356
1557472165 12.0 1557472525
1557473467 12.0 1557473827
1557768396 12.0 1557768756
1557812255 12.0 1557812615
1557815021 12.0 1557815381
1557866033 12.0 1557866393
1557866216 12.0 1557866576
1557898684 12.0 1557899044
1557953798 12.0 1557954158
1557986676 12.0 1557987036
1558100276 12.0 1558100636
1558142563 12.0 1558142923
1558174512 12.0 1558174872
1558212879 12.0 1558213239
1558235218 12.0 1558235578
1558236085 12.0 1558236445
1558252813 12.0 1558253173
1558266267 12.0 1558266627
1558266735 12.0 1558267095
1558274769 12.0 1558275129
1558283271 12.0 1558283631
1558290062 12.0 1558290422
1558297270 12.0 1558297630
1558335601 12.0 1558335961
1558336036 12.0 1558336396
1558336345 12.0 1558336705
1558336719 12.0 1558337079
1558349926 12.0 1558350286
1558363087 12.0 1558363447
1558364420 12.0 1558364780
1558383941 12.0 1558384301
1558419553 12.0 1558419913
1558420651 12.0 1558421011
1558516160 12.0 1558516520
1558592107 12.0 1558592467
1558603545 12.0 1558603905
1558628532 12.0 1558628892
1558676085 12.0 1558676445
1558680201 12.0 1558680561
1558736161 12.0 1558736521
1558752041 12.0 1558752401
1558770103 12.0 1558770463
1558775086 12.0 1558775446
1558776133 12.0 1558776493
1558792769 12.0 1558793129
1558794128 12.0 1558794488
1558798137 12.0 1558798497
1558809319 12.0 1558809679
1558817673 12.0 1558818033
1558852869 12.0 1558853229
1558988998 12.0 1558989358
1558997297 12.0 1558997657
1559021520 12.0 1559021880
1559022958 12.0 1559023318
1559145641 12.0 1559146001
1559147224 12.0 1559147584
1559196256 12.0 1559196616
1559198275 12.0 1559198635
1559199934 12.0 1559200294
1559206709 12.0 1559207069
1559208270 12.0 1559208630
1559227017 12.0 1559227377
1559250808 12.0 1559251168
1559281653 12.0 1559282013
1559284894 12.0 1559285254
1559366596 12.0 1559366956
1559372645 12.0 1559373005
1559378513 12.0 1559378873
1559379842 12.0 1559380202
1559396044 12.0 1559396404
1559396070 12.0 1559396430
1559397299 12.0 1559397659
1559423725 12.0 1559424085
1559441519 12.0 1559441879
1559469238 12.0 1559469598
1559498096 12.0 1559498456
1559498156 12.0 1559498516
1559590516 12.0 1559590876
1559592457 12.0 1559592817
1559633744 12.0 1559634104
1559639532 12.0 1559639892
1559654310 12.0 1559654670
1559687275 12.0 1559687635
1559716482 12.0 1559716842
1559735677 12.0 1559736037
1559799343 12.0 1559799703
1559800024 12.0 1559800384
1559805332 12.0 1559805692
1559842551 12.0 1559842911
1559863692 12.0 1559864052
1559868257 12.0 1559868617
1559870090 12.0 1559870450
1559892687 12.0 1559893047
1559895066 12.0 1559895426
1559902218 12.0 1559902578
1559907513 12.0 1559907873
1559911916 12.0 1559912276
1559913383 12.0 1559913743
1559920799 12.0 1559921159
1559921635 12.0 1559921995
1559938082 12.0 1559938442
1559977388 12.0 1559977748
1560025858 12.0 1560026218
1560062193 12.0 1560062553
1560076598 12.0 1560076958
1560094358 12.0 1560094718
1560116944 12.0 1560117304
1560118486 12.0 1560118846
1560146031 12.0 1560146391
1560169361 12.0 1560169721
1560176489 12.0 1560176849
1560204641 12.0 1560205001
1560231364 12.0 1560231724
1560235007 12.0 1560235367
1560242766 12.0 1560243126
1560287951 12.0 1560288311
1560288323 12.0 1560288683
1560317593 12.0 1560317953
1560319533 12.0 1560319893
1560331284 12.0 1560331644
1560345163 12.0 1560345523
1560406121 12.0 1560406481
1560408037 12.0 1560408397
1560452378 12.0 1560452738
1560452380 12.0 1560452740
1560454786 12.0 1560455146
1560468986 12.0 1560469346
1560492449 12.0 1560492809
1560492511 12.0 1560492871
1560551600 12.0 1560551960
1560552251 12.0 1560552611
1560584456 12.0 1560584816
1560611879 12.0 1560612239
1560612144 12.0 1560612504
1560667554 12.0 1560667914
1560670964 12.0 1560671324
1560675516 12.0 1560675876
1560675704 12.0 1560676064
1560676480 12.0 1560676840
1560678322 12.0 1560678682
1560678554 12.0 1560678914
1560679013 12.0 1560679373
1560682574 12.0 1560682934
1560682939 12.0 1560683299
1560686889 12.0 1560687249
1560708211 12.0 1560708571
1560751085 12.0 1560751445
1560753259 12.0 1560753619
1560754006 12.0 1560754366
1560798571 12.0 1560798931
1560836269 12.0 1560836629
1560837663 12.0 1560838023
1560891525 12.0 1560891885
1560891742 12.0 1560892102
1560927191 12.0 1560927551
1560934620 12.0 1560934980
1561015262 12.0 1561015622
1561112763 12.0 1561113123
1561114919 12.0 1561115279
1561119147 12.0 1561119507
1561139819 12.0 1561140179
1561172509 12.0 1561172869
1561186489 12.0 1561186849
1561198543 12.0 1561198903
1561208657 12.0 1561209017
1561209132 12.0 1561209492
1561218377 12.0 1561218737
1561218382 12.0 1561218742
1561221764 12.0 1561222124
1561268377 12.0 1561268737
1561355741 12.0 1561356101
1561356914 12.0 1561357274
1561359776 12.0 1561360136
1561440151 12.0 1561440511
1561441603 12.0 1561441963
1561483675 12.0 1561484035
1561529646 12.0 1561530006
1561530214 12.0 1561530574
1561531135 12.0 1561531495
1561537243 12.0 1561537603
1561544370 12.0 1561544730
1561546282 12.0 1561546642
1561550328 12.0 1561550688
1561616446 12.0 1561616806
1561624526 12.0 1561624886
1561795836 12.0 1561796196
1561802939 12.0 1561803299
1561816193 12.0 1561816553
1561818151 12.0 1561818511
1561832620 12.0 1561832980
1561839608 12.0 1561839968
1561882423 12.0 1561882783
1561882800 12.0 1561883160
1561883123 12.0 1561883483
1561917245 12.0 1561917605
1561933936 12.0 1561934296
1561964077 12.0 1561964437
1562135591 12.0 1562135951
1562135803 12.0 1562136163
1562136074 12.0 1562136434
1562143279 12.0 1562143639
1562161132 12.0 1562161492
1562167983 12.0 1562168343
1562180770 12.0 1562181130
1562180880 12.0 1562181240
1562219587 12.0 1562219947
1562221566 12.0 1562221926
1562269796 12.0 1562270156
1562308174 12.0 1562308534
1562339279 12.0 1562339639
1562358538 12.0 1562358898
1562395502 12.0 1562395862
1562396119 12.0 1562396479
1562400678 12.0 1562401038
1562408079 12.0 1562408439
1562425013 12.0 1562425373
1562434461 12.0 1562434821
1562449568 12.0 1562449928
1562467222 12.0 1562467582
1562485873 12.0 1562486233
1562492248 12.0 1562492608
1562497304 12.0 1562497664
1562504590 12.0 1562504950
1562505309 12.0 1562505669
1562523170 12.0 1562523530
1562569805 12.0 1562570165
1562605947 12.0 1562606307
1562607864 12.0 1562608224
1562618147 12.0 1562618507
1562671261 12.0 1562671621
1562738561 12.0 1562738921
1562739428 12.0 1562739788
1562778689 12.0 1562779049
1562793725 12.0 1562794085
1562804478 12.0 1562804838
1562827828 12.0 1562828188
1562917881 12.0 1562918241
1562960671 12.0 1562961031
1562962204 12.0 1562962564
1562962272 12.0 1562962632
1563050776 12.0 1563051136
1563101128 12.0 1563101488
1563104613 12.0 1563104973
1563109486 12.0 1563109846
1563119323 12.0 1563119683
1563177124 12.0 1563177484
1563210805 12.0 1563211165
1563211529 12.0 1563211889
1563214467 12.0 1563214827
1563222799 12.0 1563223159
1563257508 12.0 1563257868
1563262458 12.0 1563262818
1563264886 12.0 1563265246
1563270009 12.0 1563270369
1563276487 12.0 1563276847
1563277069 12.0 1563277429
1563294680 12.0 1563295040
1563314502 12.0 1563314862
1563436201 12.0 1563436561
1563520113 12.0 1563520473
1563564486 12.0 1563564846
1563606504 12.0 1563606864
1563635860 12.0 1563636220
1563636423 12.0 1563636783
1563665449 12.0 1563665809
1563689482 12.0 1563689842
1563691839 12.0 1563692199
1563722546 12.0 1563722906
1563776614 12.0 1563776974
1563825817 12.0 1563826177
1563834191 12.0 1563834551
1563863153 12.0 1563863513
1563873843 12.0 1563874203
1563980361 12.0 1563980721
1564015214 12.0 1564015574
1564034916 12.0 1564035276
1564079577 12.0 1564079937
1564122562 12.0 1564122922
1564210635 12.0 1564210995
1564211293 12.0 1564211653
1564211865 12.0 1564212225
1564213459 12.0 1564213819
1564223648 12.0 1564224008
1564234475 12.0 1564234835
1564242620 12.0 1564242980
1564298209 12.0 1564298569
1564308199 12.0 1564308559
1564384288 12.0 1564384648
1564384807 12.0 1564385167
1564394653 12.0 1564395013
1564437071 12.0 1564437431
1564494455 12.0 1564494815
1564499093 12.0 1564499453
1564504352 12.0 1564504712
1564526420 12.0 1564526780
1564554565 12.0 1564554925
1564602760 12.0 1564603120
1564605319 12.0 1564605679
1564936432 12.0 1564936792
1564936563 12.0 1564936923
1564941001 12.0 1564941361
1564986639 12.0 1564986999
1564992086 12.0 1564992446
1565034248 12.0 1565034608
1565040810 12.0 1565041170
1565047447 12.0 1565047807
1565047667 12.0 1565048027
1565047952 12.0 1565048312
1565075667 12.0 1565076027
1565096419 12.0 1565096779
1565098011 12.0 1565098371
1565202965 12.0 1565203325
1565257019 12.0 1565257379
1565287685 12.0 1565288045
1565287770 12.0 1565288130
1565346976 12.0 1565347336
1565376728 12.0 1565377088
1565716805 12.0 1565717165
1565800731 12.0 1565801091
1565857968 12.0 1565858328
1565858086 12.0 1565858446
1565866814 12.0 1565867174
1565871753 12.0 1565872113
1565875373 12.0 1565875733
1565877785 12.0 1565878145
1565892166 12.0 1565892526
1565892622 12.0 1565892982
1565942055 12.0 1565942415
1565942139 12.0 1565942499
1565942351 12.0 1565942711
1565986119 12.0 1565986479
1565992079 12.0 1565992439
1565995241 12.0 1565995601
1566031375 12.0 1566031735
1566157738 12.0 1566158098
1566199130 12.0 1566199490
1566204347 12.0 1566204707
1566205378 12.0 1566205738
1566492492 12.0 1566492852
1566492701 12.0 1566493061
1566494683 12.0 1566495043
1566754775 12.0 1566755135
1566804312 12.0 1566804672
1566842773 12.0 1566843133
1566850636 12.0 1566850996
1567139045 12.0 1567139405
1567168960 12.0 1567169320
1567179717 12.0 1567180077
1567235056 12.0 1567235416
1567249490 12.0 1567249850
1567261866 12.0 1567262226
1567270672 12.0 1567271032
1567330250 12.0 1567330610
1567348897 12.0 1567349257
1567355801 12.0 1567356161
1567362171 12.0 1567362531
1567407531 12.0 1567407891
1567451677 12.0 1567452037
1567459612 12.0 1567459972
1567493531 12.0 1567493891
1567577176 12.0 1567577536
1567603848 12.0 1567604208
1567665864 12.0 1567666224
1567711210 12.0 1567711570
1567751262 12.0 1567751622
1567825993 12.0 1567826353
1567846538 12.0 1567846898
1567873494 12.0 1567873854
1567877293 12.0 1567877653
1567963699 12.0 1567964059
1567975258 12.0 1567975618
1568058413 12.0 1568058773
1568063335 12.0 1568063695
1568094732 12.0 1568095092
1568100303 12.0 1568100663
1568184762 12.0 1568185122
1568398352 12.0 1568398712
1568426271 12.0 1568426631
1568426553 12.0 1568426913
1568441548 12.0 1568441908
1568455477 12.0 1568455837
1568484843 12.0 1568485203
1568569672 12.0 1568570032
1568574532 12.0 1568574892
1568613527 12.0 1568613887
1568655692 12.0 1568656052
1568657228 12.0 1568657588
1568657351 12.0 1568657711
1568702165 12.0 1568702525
1568706830 12.0 1568707190
1568715706 12.0 1568716066
1568753142 12.0 1568753502
1568790594 12.0 1568790954
1568796911 12.0 1568797271
1568803951 12.0 1568804311
1568808253 12.0 1568808613
1568813259 12.0 1568813619
1568819354 12.0 1568819714
1568874455 12.0 1568874815
1568889214 12.0 1568889574
1568964309 12.0 1568964669
1569023729 12.0 1569024089
1569048455 12.0 1569048815
1569051592 12.0 1569051952
1569052044 12.0 1569052404
1569070662 12.0 1569071022
1569070840 12.0 1569071200
1569080217 12.0 1569080577
1569091173 12.0 1569091533
1569139479 12.0 1569139839
1569143101 12.0 1569143461
1569216999 12.0 1569217359
1569219321 12.0 1569219681
1569249494 12.0 1569249854
1569256780 12.0 1569257140
1569277444 12.0 1569277804
1569278346 12.0 1569278706
1569279028 12.0 1569279388
1569306869 12.0 1569307229
1569338006 12.0 1569338366
1569344860 12.0 1569345220
1569362028 12.0 1569362388
1569386204 12.0 1569386564
1569480963 12.0 1569481323
1569482243 12.0 1569482603
1569495993 12.0 1569496353
1569507587 12.0 1569507947
1569512240 12.0 1569512600
1569534882 12.0 1569535242
1569565068 12.0 1569565428
1569567092 12.0 1569567452
1569604323 12.0 1569604683
1569610735 12.0 1569611095
1569612181 12.0 1569612541
1569631801 12.0 1569632161
1569667115 12.0 1569667475
1569678992 12.0 1569679352
1569740837 12.0 1569741197
1569748843 12.0 1569749203
1569777582 12.0 1569777942
1569780342 12.0 1569780702
1569822002 12.0 1569822362
1569823291 12.0 1569823651
1569831533 12.0 1569831893
1569880212 12.0 1569880572
1569911506 12.0 1569911866
1569913004 12.0 1569913364
1569915889 12.0 1569916249
1569943714 12.0 1569944074
1569946276 12.0 1569946636
1569948548 12.0 1569948908
1570140234 12.0 1570140594
1570141033 12.0 1570141393
1570170036 12.0 1570170396
1570171061 12.0 1570171421
1570225562 12.0 1570225922
1570259133 12.0 1570259493
1570281126 12.0 1570281486
1570292044 12.0 1570292404
1570300642 12.0 1570301002
1570345837 12.0 1570346197
1570357133 12.0 1570357493
1570367501 12.0 1570367861
1570375387 12.0 1570375747
1570392573 12.0 1570392933
1570432077 12.0 1570432437
1570464110 12.0 1570464470
1570480451 12.0 1570480811
1570532808 12.0 1570533168
1570560357 12.0 1570560717
1570600580 12.0 1570600940
1570601060 12.0 1570601420
1570652554 12.0 1570652914
1570688883 12.0 1570689243
1570701436 12.0 1570701796
1570725796 12.0 1570726156
1570726782 12.0 1570727142
1570831861 12.0 1570832221
1570831920 12.0 1570832280
1570863422 12.0 1570863782
1570875757 12.0 1570876117
1570889840 12.0 1570890200
1570891066 12.0 1570891426
1570906721 12.0 1570907081
1570907368 12.0 1570907728
1570918098 12.0 1570918458
1570920732 12.0 1570921092
1570924009 12.0 1570924369
1570950741 12.0 1570951101
1570951701 12.0 1570952061
1570956249 12.0 1570956609
1570959645 12.0 1570960005
1570970205 12.0 1570970565
1570975808 12.0 1570976168
1570979612 12.0 1570979972
1571001252 12.0 1571001612
1571031072 12.0 1571031432
1571033993 12.0 1571034353
1571078487 12.0 1571078847
1571081120 12.0 1571081480
1571147458 12.0 1571147818
1571149371 12.0 1571149731
1571150599 12.0 1571150959
1571205546 12.0 1571205906
1571206768 12.0 1571207128
1571291425 12.0 1571291785
1571341002 12.0 1571341362
1571381487 12.0 1571381847
1571451541 12.0 1571451901
1571468205 12.0 1571468565
1571488019 12.0 1571488379
1571489835 12.0 1571490195
1571490054 12.0 1571490414
1571490876 12.0 1571491236
1571497381 12.0 1571497741
1571556524 12.0 1571556884
1571558430 12.0 1571558790
1571725945 12.0 1571726305
1571731255 12.0 1571731615
1571748809 12.0 1571749169
1571751529 12.0 1571751889
1571813879 12.0 1571814239
1571895062 12.0 1571895422
1571959033 12.0 1571959393
1571966747 12.0 1571967107
1571981770 12.0 1571982130
1572059977 12.0 1572060337
1572089807 12.0 1572090167
1572103840 12.0 1572104200
1572121389 12.0 1572121749
1572160935 12.0 1572161295
1572211102 12.0 1572211462
1572217452 12.0 1572217812
1572218238 12.0 1572218598
1572249468 12.0 1572249828
1572299860 12.0 1572300220
1572301658 12.0 1572302018
1572302580 12.0 1572302940
1593957456 12.0 1593957816
1593958290 12.0 1593958650
1593965761 12.0 1593966121
1593976225 12.0 1593976585
1594014356 12.0 1594014716
1594014762 12.0 1594015122
1594041485 12.0 1594041845
1594044550 12.0 1594044910
1594046701 12.0 1594047061
1594061703 12.0 1594062063
1594062719 12.0 1594063079
1594063962 12.0 1594064322
1594066875 12.0 1594067235
1594101422 12.0 1594101782
1594103238 12.0 1594103598
1594108192 12.0 1594108552
1594126847 12.0 1594127207
1594144972 12.0 1594145332
1594158068 12.0 1594158428
1594191079 12.0 1594191439
1594192367 12.0 1594192727
1594196010 12.0 1594196370
1594196687 12.0 1594197047
1594210196 12.0 1594210556
1594211942 12.0 1594212302
1594224899 12.0 1594225259
1594226372 12.0 1594226732
1594250168 12.0 1594250528
1594276842 12.0 1594277202
1594278778 12.0 1594279138
1594279605 12.0 1594279965
1594364787 12.0 1594365147
1594367841 12.0 1594368201
1594373383 12.0 1594373743
1594398218 12.0 1594398578
1594404621 12.0 1594404981
1594447556 12.0 1594447916
1594452627 12.0 1594452987
1594472896 12.0 1594473256
1594488732 12.0 1594489092
1594544178 12.0 1594544538
1594545573 12.0 1594545933
1594559217 12.0 1594559577
1594578773 12.0 1594579133
1594629888 12.0 1594630248
1594636416 12.0 1594636776
1594641112 12.0 1594641472
1594643525 12.0 1594643885
1594649036 12.0 1594649396
1594655518 12.0 1594655878
1594670057 12.0 1594670417
1594715212 12.0 1594715572
1594716853 12.0 1594717213
1594731672 12.0 1594732032
1594736326 12.0 1594736686
1594835903 12.0 1594836263
1594836632 12.0 1594836992
1594841880 12.0 1594842240
1594842653 12.0 1594843013
1594844856 12.0 1594845216
1594849925 12.0 1594850285
1594887142 12.0 1594887502
1594905628 12.0 1594905988
1594910184 12.0 1594910544
1594912661 12.0 1594913021
1594968007 12.0 1594968367
1594977064 12.0 1594977424
1594985771 12.0 1594986131
1594995779 12.0 1594996139
1595065101 12.0 1595065461
1595066750 12.0 1595067110
1595070341 12.0 1595070701
1595071191 12.0 1595071551
1595073137 12.0 1595073497
1595085025 12.0 1595085385
1595086126 12.0 1595086486
1595090238 12.0 1595090598
1595090322 12.0 1595090682
1595092595 12.0 1595092955
1595102001 12.0 1595102361
1595105882 12.0 1595106242
1595109271 12.0 1595109631
1595145352 12.0 1595145712
1595152311 12.0 1595152671
1595153579 12.0 1595153939
1595167247 12.0 1595167607
1595180074 12.0 1595180434
1595184258 12.0 1595184618
1595226659 12.0 1595227019
1595230144 12.0 1595230504
1595288499 12.0 1595288859
1595316252 12.0 1595316612
1595318544 12.0 1595318904
1595321690 12.0 1595322050
1595328233 12.0 1595328593
1595338446 12.0 1595338806
1595372405 12.0 1595372765
1595411789 12.0 1595412149
1595420957 12.0 1595421317
1595422501 12.0 1595422861
1595488921 12.0 1595489281
1595520675 12.0 1595521035
1595554261 12.0 1595554621
1595576451 12.0 1595576811
1595577415 12.0 1595577775
1595663323 12.0 1595663683
1595665136 12.0 1595665496
1595680954 12.0 1595681314
1595696425 12.0 1595696785
1595697844 12.0 1595698204
1595749430 12.0 1595749790
1595752017 12.0 1595752377
1595755955 12.0 1595756315
1595789184 12.0 1595789544
1595789796 12.0 1595790156
1595833724 12.0 1595834084
1595847331 12.0 1595847691
1595866917 12.0 1595867277
1595886344 12.0 1595886704
1595893098 12.0 1595893458
1595916772 12.0 1595917132
1595924798 12.0 1595925158
1595939214 12.0 1595939574
1595946269 12.0 1595946629
1596010570 12.0 1596010930
1596042920 12.0 1596043280
1596043541 12.0 1596043901
1596045174 12.0 1596045534
1596045458 12.0 1596045818
1596048236 12.0 1596048596
1596093419 12.0 1596093779
1596094006 12.0 1596094366
1596096148 12.0 1596096508
1596105783 12.0 1596106143
1596109922 12.0 1596110282
1596110725 12.0 1596111085
1596147350 12.0 1596147710
1596175578 12.0 1596175938
1596180507 12.0 1596180867
1596190795 12.0 1596191155
1596204148 12.0 1596204508
1596226485 12.0 1596226845
1596261243 12.0 1596261603
1596270008 12.0 1596270368
1596276142 12.0 1596276502
1596284265 12.0 1596284625
1596286367 12.0 1596286727
1596286754 12.0 1596287114
1596289232 12.0 1596289592
1596290293 12.0 1596290653
1596296197 12.0 1596296557
1596310652 12.0 1596311012
1596321124 12.0 1596321484
1596352701 12.0 1596353061
1596356483 12.0 1596356843
1596363719 12.0 1596364079
1596366812 12.0 1596367172
1596371480 12.0 1596371840
1596378718 12.0 1596379078
1596395268 12.0 1596395628
1596400773 12.0 1596401133
1596439068 12.0 1596439428
1596441119 12.0 1596441479
1596443820 12.0 1596444180
1596453527 12.0 1596453887
1596483360 12.0 1596483720
1596525312 12.0 1596525672
1596541558 12.0 1596541918
1596547158 12.0 1596547518
1596547381 12.0 1596547741
1596562214 12.0 1596562574
1596592600 12.0 1596592960
1596613727 12.0 1596614087
1596620558 12.0 1596620918
1596621734 12.0 1596622094
1596628575 12.0 1596628935
1596640920 12.0 1596641280
1596647171 12.0 1596647531
1596650074 12.0 1596650434
1596694447 12.0 1596694807
1596698816 12.0 1596699176
1596703623 12.0 1596703983
1596704862 12.0 1596705222
1596708625 12.0 1596708985
1596718718 12.0 1596719078
1596731606 12.0 1596731966
1596757871 12.0 1596758231
1596782630 12.0 1596782990
1596789073 12.0 1596789433
1596797707 12.0 1596798067
1596848586 12.0 1596848946
1596853595 12.0 1596853955
1596868507 12.0 1596868867
1596871629 12.0 1596871989
1596877437 12.0 1596877797
1596883633 12.0 1596883993
1596893919 12.0 1596894279
1596905183 12.0 1596905543
1596905193 12.0 1596905553
1596958156 12.0 1596958516
1596958564 12.0 1596958924
1596959060 12.0 1596959420
1596983700 12.0 1596984060
1596991406 12.0 1596991766
1596997229 12.0 1596997589
1597183194 12.0 1597183554
1597762685 12.0 1597763045
1597763126 12.0 1597763486
1597790291 12.0 1597790651
1597817323 12.0 1597817683
1597817449 12.0 1597817809
1597817698 12.0 1597818058
1598451527 12.0 1598451887
1598475643 12.0 1598476003
1598480475 12.0 1598480835
1598506569 12.0 1598506929
1598511278 12.0 1598511638
1598517276 12.0 1598517636
1598525963 12.0 1598526323
1598527885 12.0 1598528245
1598528630 12.0 1598528990
1598538935 12.0 1598539295
1598550419 12.0 1598550779
1598596680 12.0 1598597040
1598601407 12.0 1598601767
1598605007 12.0 1598605367
1598608681 12.0 1598609041
1598615121 12.0 1598615481
1598625400 12.0 1598625760
1598639403 12.0 1598639763
1598685587 12.0 1598685947
1598689004 12.0 1598689364
1598696430 12.0 1598696790
1598709730 12.0 1598710090
1598723663 12.0 1598724023
1598744658 12.0 1598745018
1598772689 12.0 1598773049
1598782824 12.0 1598783184
1598797544 12.0 1598797904
1598865686 12.0 1598866046
1598876618 12.0 1598876978
1598881055 12.0 1598881415
1598914360 12.0 1598914720
1598945498 12.0 1598945858
1598946152 12.0 1598946512
1598959015 12.0 1598959375
1598985964 12.0 1598986324
1599032603 12.0 1599032963
1599034406 12.0 1599034766
1599046276 12.0 1599046636
1599061951 12.0 1599062311
1599071758 12.0 1599072118
1599089002 12.0 1599089362
1599121949 12.0 1599122309
1599125528 12.0 1599125888
1599141975 12.0 1599142335
1599169786 12.0 1599170146
